"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"PRT","Portugal","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",47,,
"PRT","Portugal","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",45,,
"PRT","Portugal","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",46,,
"PRT","Portugal","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",45,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",13.005,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",13.186,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",12.938,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",12.973,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",13.48,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",12.019,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",12.759,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",12.439,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",11.999,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",11.691,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",11.282,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",11.099,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",11.033,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",10.943,,
"BEL","Belgium","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",11.03,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",3.98,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",4.29,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",4.48,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",5.28,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",5.12,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",6.76,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",7.43,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",7.45,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.16,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.31,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.9,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",9.61,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",9.56,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",9.15,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",9.13,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",12.68,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",12.66,,
"SVK","Slovak Republic","AVERAGE","Average","12_10","Renewable energy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",11.69,,
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",65,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",63,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",74,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",68,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",65,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",60,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",59,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",63,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",80,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",70,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",66,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",66,"E","Estimated value"
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",65,,
"ITA","Italy","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",68,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",13.4677,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",12.41456,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",10.73194,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",11.16455,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",17.74294,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",15.92009,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",18.21696,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",22.49806,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",17.43594,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",17.18542,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",14.60411,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",14.73901,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",15.0522,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",12.88008,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",13.04481,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",12.27613,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",13.58799,,
"PRT","Portugal","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",13.89257,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",6.8553,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",7.1626,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.6295,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.2259,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",9.2842,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",8.079,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.0283,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",10.0673,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",9.8093,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",10.3746,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",9.9906,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",8.6729,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",9.07,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",9.5739,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",9.1726,,
"RUS","Russia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",9.4893,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",33.7752,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",29.8444,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",31.9294,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",31.4646,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",33.9051,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",30.0607,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",28.5065,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",29.1203,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",27.3366,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",26.3458,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",25.9169,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",25.2838,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",26.9904,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",26.3903,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",24.6277,,
"SVN","Slovenia","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",25.3775,,
"FRA","France","AVERAGE","Average","14_7","Volunteering through organisations","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",14.5387,,
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",16,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",16,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",21,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",20,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",17,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",22,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",29,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",28,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",24,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",28,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",28,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",28,"E","Estimated value"
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",25,,
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",22,,
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",26,,
"LVA","Latvia","AVERAGE","Average","12_11","Soil nutrient balance","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",12,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",32.729,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",34.041,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",36.097,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",36.535,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",34.909,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",35.054,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",38.787,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",39.794,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",40.366,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",40.366,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",40.509,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",40.509,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",41.391,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",41.057,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",38.279,,
"IRL","Ireland","AVERAGE","Average","12_15","Recyling rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",37.95,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",33.87597,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",24.72541,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",23.17131,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",23.53699,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",21.00318,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",20.50981,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",23.47264,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",24.33992,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",24.16495,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",23.26294,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",23.75672,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",23.39289,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",23.75959,,
"KOR","Korea","AVERAGE","Average","15_8","Leverage of the banking sector","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",21.76691,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",67.3164,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",77.7972,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",68.4781,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",68.6955,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",51.8723,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",42.4344,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",47.0516,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",50.6942,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",56.4568,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",62.1613,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",57.306,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",51.5481,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",46.5161,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",46.6937,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",42.2051,,
"LUX","Luxembourg","AVERAGE","Average","12_14","Material footprint per capita","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",45.4702,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",12.236,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",11.963,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",11.803,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",12.076,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",12.064,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",11.342,,
